Datetime,Tweet Id,Text,Username,Likes,Retweets
2023-03-31 18:47:54+00:00,1641874981645606922,"@magwaz3 #Maandamano is not the solution cause eastlands ndo watu wanateseka... Mbona baba asiende Runda, Karen na huko mbona ni Mathare, Pipeline, Mukuru, Kibra 🤔🤔",aster_woche,0,0
2023-03-31 18:46:15+00:00,1641874565331574789,All deaths from the #Maandamano are Kisiis apart from the police! What a bad coincidence! My condolences to the families. May God help us 😭,kmaisy,2,0
2023-03-31 18:44:13+00:00,1641874054788284416,The two love birds I captured in water and posted on my YouTube channel👉 https://t.co/yJHYeWB6Eq is a symbol of love to each other&amp;unity Spread love not hatred #DonaldTrump #Wewe #Ruto #Raila #Maandamano #RussiaUkraineWar #KithureKindiki  #handshake #DRC #CarrefourKenya #Israel,CheseremGladys,1,0
2023-03-31 18:43:01+00:00,1641873749694636046,"@FrankKalekamzee @AmbatiLucy @RailaOdinga @USAmbKenya @Pauline34677965 @BenjiNdolo @USEmbassyKenya And here's the reporting ..... @NPSOfficial_KE , @DCI_Kenya this should be a piece of cake, make the #Maandamano nonsense criminals pay for their criminal acts. #LawAndOrder 💪🏾💪🏾💪🏾 https://t.co/rfujNi4gRk",solo_ambuku,1,0
2023-03-31 18:42:12+00:00,1641873547797618709,"Articulating the voices of the voiceless... Telling the untold stories 🎥🎙️🎥🎙️
#JournalismIsNotACrime
#Trump
#MaandamanoThursdays
#Maandamano https://t.co/Tn9IVTN2oK",Komondi_Otieno,0,0
2023-03-31 18:30:16+00:00,1641870540993355779,It is so reckless  how the police  are  using live bullets  during  against  innocent  kenyans during  demonstrations.  It is not about Raila. It is innocent Kenya. #Maandamano  @KindikiKithure @citizentvkenya,GibsonGibbs9,0,0
2023-03-31 18:24:56+00:00,1641869202502868993,"Someone said #ruto is aiming at killing the kikuyus financially.Of all this #maandamano,it's the #kikuyu businesses being killed.",SaginiMosley,1,0
2023-03-31 18:24:55+00:00,1641869195942977536,"If #Maandamano is about cost of living, Nairobi children will be going to school.
Children will not be dying  of teargas to violent demonstrators in the estates.
This is #PostElectionViolence somebody must take responsibility.  
The Bloodshed is about taking POWER.",wangondus,0,0
2023-03-31 18:24:08+00:00,1641868999376920580,So #Maandamano end game is power?,jackaloh,0,0
2023-03-31 18:24:04+00:00,1641868982247383042,"Kenyans need to do a demonstration to tell Raila that they want no more maandamano nonsense.

#Maandamano #MaandamanoThursdays",gk_karani,0,0
2023-03-31 18:23:48+00:00,1641868917218893831,Raila says no development  no business shall stand until he gets his way #Maandamano,kiprono_kip,0,0
2023-03-31 18:18:36+00:00,1641867608172503040,"Watu wakiandamana barabarani, sisi tunaandamana kuelekea shambani.

Depends on your version of #Maandamano",chumba_boaz,0,0
2023-03-31 18:16:58+00:00,1641867195973001224,@ntvkenya @DannMwangi @DuncanKhaemba Who will unmask this hooligans?  Biased media. ##Maandamano #ArrestRailaNow https://t.co/UjyAapikxq,MKENYA_SHUJAA,18,1
2023-03-31 18:16:23+00:00,1641867047490445334,"""No development without Democracy,"" ~ @RailaOdinga 
@rigathi
@WilliamsRuto
#Maandamano #MaandamanoThursday #MaandamanoMonday",MrSocialJustic,0,0
2023-03-31 18:15:49+00:00,1641866904284418053,"So @citizentvkenya is focusing on the casualties of the #Maandamano ,Irony is that they are not reporting the police officer who lost his life,plus all the destruction done country wide,,Shame",KelvinKisang,0,0
2023-03-31 18:14:27+00:00,1641866562947670032,@RailaOdinga today acknowledged the #Azimio #Maandamano calls are to sabotage development.,KiguruKimani,1,0
2023-03-31 18:04:13+00:00,1641863987947077634,"Uganda transit goods at risk over meddling suspicion in repression of Kenya #Maandamano protesters on account of Uganda notoriety seen as an ""exporter and coach"" of brutal rights violations to neighbours @FDCOfficial1 @mugishamuntu @NUP_Ug @SarahBireete @kizzabesigye1",KiberuJimmy,32,8
2023-03-31 18:03:32+00:00,1641863816806821889,The more reason we need to go #Maandamano @AzimioTv @RailaOdinga @ledamalekina @MarthaKarua we really need you people https://t.co/3vhfrT4ANj,david_muhanji,0,0
2023-03-31 18:03:25+00:00,1641863784460345354,"Kenya will be the most peaceful country when Raila Ondinga depart this life

##Kithure #AndrewKibe #ArrestRaila #Ruto #Maandamano #",nmw_jm,2,0
2023-03-31 18:02:57+00:00,1641863666940141585,"Wie sieht die Zukunft Kenias aus? Polizisten schließen sich bei den Protesten kriminellen Gangs an. Die Opposition heizt die Situation immer weiter auf.
Welchen Kurs werden die politischen Führer einschlagen?  #kenia #democracy #Maandamano #Ruto #Raila",felix_lohmaier,0,0
2023-03-31 18:01:20+00:00,1641863262152056847,@AdikaChristine We need women with experience to tell us about this. 🤣 Hii topic will unite #KOT more than #Maandamano 😂,MrCyprians,2,1
2023-03-31 17:55:41+00:00,1641861838684954625,#Azimio supporters and their leadership know #Maandamano is code for uwizi and distraction of property.,KiguruKimani,2,1
2023-03-31 17:48:43+00:00,1641860084903837696,@Benn_macharia #Maandamano ikue daily! https://t.co/Cem0LWczfK,AyomaJ3,0,0
2023-03-31 17:45:34+00:00,1641859291593203724,"Rev. Tony Kiamah: ""It is sad that politicians are the ones who are calling tune na mnajua wanasiasa ni walewale. May God have mercy on us.""

#TUKOTwitterSpaces #Maandamano #MassAction",Tuko_co_ke,3,0
2023-03-31 17:45:00+00:00,1641859151402786827,"Duale: Kenyatta family sent emissaries to Ruto, saying they should be left alone. #Maandamano https://t.co/fz2NsTSThS",kulanpost,4,2
2023-03-31 17:42:53+00:00,1641858619187552268,@AlinurMohamed_ #MaandamanoThursdays #MaandamanoMondays #Maandamano,KenyanTiktoker,1,0
2023-03-31 17:41:13+00:00,1641858200885510145,"@USEmbassyKenya has also given a thumbs up to the conduct of #Kenya's #Elections2022 where the ambassador herself attended #Bomas result declaration ceremony. Who are these ""uncircumcised philistines"" belaboring matters rested by the #SupremeCourt through #Maandamano nonsense? 👹 https://t.co/YacbsMp0or",solo_ambuku,0,0
2023-03-31 17:38:56+00:00,1641857623086563328,"@MohaJichoPevu now relies on bloggers for information...🤣
Huyu ni yule moha alikua akifichua maovu sahi anayaficha maovu..life has no balance..#Maandamano https://t.co/aqE5yWg8SJ",BenjaminJourn,0,0
2023-03-31 17:38:49+00:00,1641857594804297743,Current situation in my country #kenya @RailaOdinga #MaandamanoThursdays #MaandamanoMonday #Maandamano https://t.co/dWrFEyX5LN,LevinKaranja,0,0
2023-03-31 17:31:28+00:00,1641855745481113618,"Where is the Azimio DJ playing this weekend 🥳😂
#Maandamano",RubiroAlex,1,1
2023-03-31 17:22:05+00:00,1641853383513341981,#Maandamano,safariwithselle,0,0
2023-03-31 17:22:01+00:00,1641853366073425940,Enough said on #Maandamano nonsense smoke screen! 🌿🔥🤕👹😡👎 https://t.co/9SJCBDoTPD,solo_ambuku,4,4
2023-03-31 17:17:48+00:00,1641852307519176720,"HAPPENING NOW: #TUKOTwitterSpaces is on. Your opinion counts. Join our space and share your sentiments and perspectives.

#tukonews #Maandamano #MassAction https://t.co/Sirj6Z78AN",Tuko_co_ke,1,0
2023-03-31 17:17:14+00:00,1641852165156225025,"The same development partners observed the August presidential election, gave it a clean bill of health, supreme court upheld the election. So unataka waanze ku-grasp 'fungua server' straws? #Maandamano",MuthokaTito,0,0
2023-03-31 17:16:56+00:00,1641852088341626882,"HAPPENING NOW: #TUKOTwitterSpaces is on. Here is a glimpse of the ongoing conversation from our guests and listeners. 

#tukonews #Maandamano #MassAction https://t.co/JCJ3mYJX9z",Tuko_co_ke,1,0
2023-03-31 17:15:54+00:00,1641851829507047424,"Kagose: ""I don't think most people who go to the maandamano understand the inner dynamics of this engagement. Personally, I don't support maandamano, but there is a problem around election. Until we get it right, we will never be at peace.""

#TUKOTwitterSpaces #Maandamano",Tuko_co_ke,2,0
2023-03-31 17:14:07+00:00,1641851380057899009,Biden administration really wants to jail Trump!!! Alafu eti mnasema mganga hawezi arestiwa kwani ye ndo nani? #Maandamano,MuthokaTito,0,0
2023-03-31 17:12:40+00:00,1641851014469779484,"@DaggyIsutsa @citizentvkenya Coming soon, Huruma,Mathare North,Kariobangi,Dandora,Babadogo,Gomongo,Lucky summer etc
#Maandamano",Rash_wam,0,0
2023-03-31 17:09:17+00:00,1641850163021873161,"@WachiraKE_ Wacha waharibu morgue,watawekwa carrier bag chini ya mti after deadly #maandamano's",justor_tm,0,0
2023-03-31 17:06:33+00:00,1641849476145872913,"https://t.co/5XCkOe5Lyb
#NAIROBI #Nairobi #wasanii #greatness #stoic #stoicism #gnostic #Andrewkibe #kenya #kenyandrill #eastcoast #africa #maandamano #hiphop #kithurekindiki #sakaja #serikali #ruto #gachagua #freetopG #carrefourkenya #cometokenya  #uganda #east #tanzania #bongo https://t.co/9jYdLTvEdj",musicinme_ke,0,1
2023-03-31 17:06:12+00:00,1641849385670541313,"https://t.co/5XCkOe5Lyb
#NAIROBI #Nairobi #wasanii #greatness #stoic #stoicism #gnostic #Andrewkibe #kenya #kenyandrill #eastcoast #africa #maandamano #hiphop #kithurekindiki #sakaja #serikali #ruto #gachagua #freetopG #carrefourkenya #cometokenya  #uganda #east #tanzania #bongo https://t.co/1p8ggTXs0d",musicinme_ke,0,1
2023-03-31 17:06:01+00:00,1641849341496131589,"https://t.co/5XCkOe5Lyb
#NAIROBI #Nairobi #wasanii #greatness #stoic #stoicism #gnostic #Andrewkibe #kenya #kenyandrill #eastcoast #africa #maandamano #hiphop #kithurekindiki #sakaja #serikali #ruto #gachagua #freetopG #carrefourkenya #cometokenya  #uganda #east #tanzania #bongo https://t.co/z5T7bjKb2e",musicinme_ke,0,1
2023-03-31 16:57:11+00:00,1641847115944001537,"🔥 Escalating tensions in 🇰🇪 as #Raila #Odinga, 2022's election loser, stokes unrest with Trump/Bolsonaro-like claims of a stolen election. Odinga even alleges an assassination attempt. #Kenya   #MAANDAMANO #Nairobi #Azimio",felix_lohmaier,1,0
2023-03-31 16:55:43+00:00,1641846749143629826,Some comrades including Me have not yet received the helb funds. We are all silent about that.I hope those who received know what we are going through. It's a high time we put education aside and join #Maandamano  until they do what is necessary. Retweet this to all comrades,gathuiti,4,5
2023-03-31 16:48:25+00:00,1641844911837151235,"In the meetings with @RailaOdinga, @ChrisCoons is reported to have expressed concerns over what the current political state had done to Kenya’s economy and appealed to the @Azimio__Kenya leadership to call off the protests. - @NationAfrica . #Maandamano https://t.co/dd7SoPDgOY",solo_ambuku,1,0
2023-03-31 16:45:49+00:00,1641844257043382290,"@BrianMPeter 
There's something you need to know,We just love Him,I don't like the effects of #Maandamano , though both sides are, but #Raila is just lovable, just what we want, nothing more,we are sorry but it's just that way, don't hate us for this bro",swinestone10,0,0
2023-03-31 16:38:41+00:00,1641842463441551362,Ruto should declare Martial law. Let the military handle Raila #Maandamano,AliJr_118,0,0
2023-03-31 16:38:17+00:00,1641842359175446534,Says decorated Assmio General who has never led a single #Maandamano in Kirinyaga😅 https://t.co/dqwucR09tG,BlaqAnarchist,11,1
2023-03-31 16:31:28+00:00,1641840644023803906,"Protect your business from goons during #Maandamano by getting our bugler proof, fire proof roller shutters.
Please share my customer could be on your TL.  Call or whatsapp  0736444100 https://t.co/EnxhBfyrF7

Jeff Mwathi KBB 233B Carrefour Kenya Imara Daima https://t.co/8VApnXLkRT",YOTEK_Kenya,0,0
2023-03-31 16:30:47+00:00,1641840475542781953,@Kenyans This decorated Assmio General has never led a single #Maandamano in Kirinyaga 😅,BlaqAnarchist,36,0
2023-03-31 16:28:26+00:00,1641839883902648336,"Constitutionally runners up should be the LEADER OF OPPOSITION,

The POK offered to build office and provide budget and you chose #Maandamano,

The issues you raising are being addressed by the government, Kenyans need to be patient.",nichomaingi,1,0
2023-03-31 16:26:01+00:00,1641839274508034049,"Raila Odinga MUST not relent on #Maandamano. It's the only voice that this heartless regime can listen to. 7 months down the line but Ruto &amp; Rigathi Gachagua are politicking &amp; chest-thumping instead of focusing on service delivery

Kalenjins CS Kithure Kindiki Jeff Mwathi azimio https://t.co/4IeQ07cpBV",magwaz3,143,27
2023-03-31 16:24:34+00:00,1641838909138010117,"The President.
The Deputy President.
The Prime Cabinet Secretary.
The Perennial Loser And Chief ANARCHIST.

Thought You Should KNOW. 

#Maandamano https://t.co/iZsyHCNKPJ",AbdishukriOsman,3,2
2023-03-31 16:15:22+00:00,1641836594368851970,"A day is well spent if changing lives is involved. Today in Jumuisha induction meeting 

Handshake/kithure kindiki/#Maandamano https://t.co/qLCCotykMq",earnestpriest,0,0
2023-03-31 16:15:16+00:00,1641836568041213953,@RailaOdinga of @TheODMparty &amp; @Azimio2022 @MarthaKarua  @skmusyoka You must be very happy when your goons through your #Maandamano destroy people's businesses and pouring blood of police officers &amp; innocent Kenyans. History will not spare your destiny coz of tears from Kenyans,GBASHU,0,0
2023-03-31 16:13:42+00:00,1641836175915614209,"War with who? The government has all manner of military equipment, nyinyi mnatumia catapult kuua askari! If the previous demos is anything to go by seems the ONLY regions that can bring chaos in the event ni Nyanza &amp; parts of Nairobi, easily to contain! #Maandamano",MuthokaTito,0,0
2023-03-31 16:10:28+00:00,1641835359112683520,Sick education sector in Kenya. And parents see nothing wrong. And then the wealthiest in Kenya have their kids in school at 9 and out by 3. Wewe middle class na ujinga yako mtoto alitoka 4 am akarudi 7pm. Hata #Maandamano haikuanza mapema hivyo https://t.co/rLaxsKiyPI,GatonyeNg,0,0
2023-03-31 16:09:49+00:00,1641835197690966016,"Youths, Government and the Maandamano in Kenya https://t.co/65xZTZwQZK via @YouTube 

#MaandamanoThursdays #Maandamano #youths #Government #Kenya #Kenyaprotest #peacefulprotest #Opinion",EvansBetTv,0,0
2023-03-31 16:03:41+00:00,1641833653490655234,Cost of server lazima ishukeee😂 #Maandamano,MuthokaTito,0,0
2023-03-31 16:03:16+00:00,1641833550822490112,#Maandamano MONDAY,DrManyonyiFRCS,0,0
2023-03-31 16:02:50+00:00,1641833439715381253,"@NationAfrica Jayden sowed the wind by financing #Maandamano nonsense, now he's reaping the whirlwind of estates invasions by sons of #MauMau who've come for their pound of flesh in reparations. Could this be the onset of the real #HustlersRevolution out to ensure #DynastitiesMustFall ? 🔥🏃🙊 https://t.co/OyXYvOzxIt",solo_ambuku,0,0
2023-03-31 16:01:32+00:00,1641833111074877441,"Wow! #ForwardsEver @CogChair 
             #Maandamano NEVER!

#WiraWarie @County_20 @rigathi @WilliamsRuto @MusaliaMudavadi @PDUDelivery",HorticulturalK,0,0
2023-03-31 15:50:11+00:00,1641830254405615616,Hello ! Naeza pata walee boys wa Ambira waliomaliza  2018 before Monday na lorry moja y mawe  #Maandamano #Azimio # jeshi ya https://t.co/sPd8H80KUe,EmmanueldinoJ,0,0
2023-03-31 15:44:26+00:00,1641828808092266499,"@StandardKenya @SABINACHEGE How much did GK spend to have breakfast with spouses of MPigs today? How much is being spent to give a state welcome to a religious leader? There are people watching this needless expenditure of our taxes, AND THEY ARE NOT Happy. #Maandamano",Papa_MoneyBags,6,3
2023-03-31 15:42:21+00:00,1641828282948636672,"Orengo reminds us about Papa Doc, Baby Doc and the Tonton Macoutes goons of Haiti. He is a walking encyclopedia. #MaandamanoThursdays #Maandamano #MasculinitySaturday https://t.co/aMBZZ82uWH",samwana_,1,0
2023-03-31 15:39:29+00:00,1641827563184979968,"Let's see
Martha - no protests in gichugu
Kalonzo - no protests in machakos
Wamalwa - no protests in Saboti.

Raila is fighting on his own. Hawa wengine ni kudowea tu. #Maandamano",GatonyeNg,0,0
2023-03-31 15:39:27+00:00,1641827556625137667,"Pay 3 stay 4 nights.
Valid until 30th May except Easter.
Ksh.37,500 per person sharing on halfboard basis.
Call/Whatsapp :+254 701867837
Email:info@cyanholidays.com
#TimelessAlbum #Deals #CyanHolidays
#Maandamano #Kilifi #Tosk https://t.co/k8km5rxuyF",cyanholidays,0,0
2023-03-31 15:30:59+00:00,1641825425142829056,"Machogu aliondoa morning preps shule Riggy g akaamua Sasa yeye atakuwa akiamka preps badala ya wanafunzi.. 
#imaradaima  #KDD233P #KDDorKBB #Maandamano #MaandamanoThursdays https://t.co/QvTttwGvM9",Maxwoza254,0,0
2023-03-31 15:29:18+00:00,1641825001513926656,"BREAKING: @MohaJichoPevu condeming RUTO set up for its brutality on KEMEDIA.

#Kemboi #Maandamano https://t.co/Y8zaORWs1C",jmwasela,0,0
2023-03-31 15:26:32+00:00,1641824306534465538,"MPs, Senators, Governors, MCA who defected after receiving ‘envelopes’ must resign and seek new mandate. They are traitors and they should not be allowed to  represent us
@NAssemblyKE @Senate_KE @KenyaGovernors @TheODMparty @JubileePartyK @KANUParty_ke  @TheWiperPart #Maandamano https://t.co/qtFfvaX0lX",uthukuze,0,1
2023-03-31 15:24:30+00:00,1641823791843102724,It was a great pleasure to be part of #maandamano and the Gig economy. Convo of effects of ongoing public demonstrations on livelihood of young people and how we can #peacefulprotest . #peacebuilding #economy https://t.co/XBIdC82r5Y,AfrYouth,3,1
2023-03-31 15:20:13+00:00,1641822714435448833,"@eduochieng @paulmwiu @UDAPartyKe @RailaOdinga you're being idealistic @eduochieng. i reality, no one would be able to do that. do you watch all #maandamano clips?",nathanrobe,0,0
2023-03-31 15:07:16+00:00,1641819457189302273,"A lot of sense Hon @SABINACHEGE🙏. And as an URGENT ""Stop-Gap-Measure"" on #Maandamano, kindly PRIORITIZE at @Ferdiomanyala speeds- the Legislative Bill proposed by CS @KindikiKithure. 

@Aaroncheruiyot @HonWetangula @MusaliaMudavadi @parliamentkenya @KIMANIICHUNGWAH @HonWangari",HorticulturalK,0,0
2023-03-31 14:53:10+00:00,1641815908631957504,"The same way this cops have been killing mwanainchi and no arrests made, I feel there's no case here. 
#Maandamano #Raila https://t.co/3ABetccw3z",254_Egerton,0,0
2023-03-31 14:52:21+00:00,1641815701408104449,@shikokoti_ke only two working days next week bruh. #Maandamano na easter got you 🫵🤝,iamobiri,0,0
2023-03-31 14:51:50+00:00,1641815572831694848,@ledamalekina @HonAdenDuale My able senator i voted for you despite being a UDA member desist  from #Maandamano and push your grievances in the senate i know you can ...,BettC1318698,5,0
2023-03-31 14:49:08+00:00,1641814892104626179,"@NPSOfficial_KE They refuse to listen to the police concerning safety. Media giving hot air media freedom, but rarely concentrate on police welfare. I feel satisfied with how officers have been quelling the chaos. Officers be resilient. #Maandamano",Nellywamum,0,0
2023-03-31 14:44:56+00:00,1641813837350604800,"Stop hiding behind police in State House- Azimio lawkmaker hit out at Ruto
https://t.co/5aOQX0cXAF
#Azimio #Maandamano #MaandamanoThursday #Raila #RutoMustGo #Ruto #Demonstrations #Kisumu #Nairobi",MumoOnesmas,0,0
2023-03-31 14:36:33+00:00,1641811725564477444,@ntvkenya @OBurrows Am I mad or during the electioneering period I saw that presidential results are declared from physical  forms what has a server got to do with  instead raila should be giving physical evidence of differing forms.#Maandamano,SimpleSum2,0,0
2023-03-31 14:33:25+00:00,1641810938767572993,@JogooRangi @RailaOdinga 🤣 🤣 🤣 🤣 🤣 Babaman analilia mkate nuthu #Maandamano,MuthokaTito,0,0
2023-03-31 14:31:27+00:00,1641810440605802498,"@MbeniaJP @RailaOdinga Was NEVER about it,,, clearly his support for Uhuru esp increase in fuel tax + other punitive govt policies (2018-2022) shows tribulations of common man are least of his worries. Power power power! #Maandamano",MuthokaTito,1,1
2023-03-31 14:25:52+00:00,1641809036164096001,@AzimioTv Please let the Kales relax and maintain peace. They have not talked or reacted. They are farming for you so that the cost of living(leaving) #Maandamano can come down. Msiwaite,TheKipFactor,0,0
2023-03-31 14:23:24+00:00,1641808416514404352,"@AnyangNyongo @jootrhkisumu @AnyangNyongo can't you see #maandamano is only happening in kisumu mostly????karua and kalonzos place are stead ......when will you guys stop washiping Raila? The history will only term Raila as individual who was thirsty for power for many years, precisely 40yrs.",manu0707375574,0,0
2023-03-31 14:22:49+00:00,1641808269286027266,"Wishing  all patriotic Kenyans and especially those ones from my home county of Kitui a blessed weekend ahead. ""Eeeh Mungu Yetu, ilete baraka kwetu. Aki iwe ngao na mlinzi , na tukae kwa amani""🤝  #Maandamano #MaandamanoMondays",AugustusMulie,0,0
2023-03-31 14:22:48+00:00,1641808265624289281,"Meet James a Student @multimedia_uni pursuing Bachelors Degree in Procurement &amp; a budding Skate boarder 

He was stranded in CBD because no busss we available to school due to #Maandamano protests 

Gave him a chance to record himself skating w/@insta360 #DigitalRungu https://t.co/Y290UnSUT0",PhilipOgola,1,0
2023-03-31 14:21:38+00:00,1641807973801500673,"@citizentvkenya love negative vibe. Your team will be left filming events during rapture and hoping to sell only to realize you're alone
Imagine the events before #Maandamano vehicle got beating. Changing # plate, defacing, isolating then positioning the cameras for best shots",TheKipFactor,0,0
2023-03-31 14:21:01+00:00,1641807815135068160,@MohaJichoPevu  you forget so quickly because of peanuts and handouts in the name of preaching hustler national..... So #UDA according to you is a fake government. #Maandamano #BabuOwino #fakegovernment https://t.co/e27aN0FDxw,bonface6630,0,0
2023-03-31 14:19:41+00:00,1641807481725755392,"@Belive_Kinuthia An attempt on a car that baba was not in? With stones? Why do people think kenyans are stupid? Who doesn't know how bullet holes on a car look like? Azimio ni vita wanataka. They are so hungry for breaking news in aljazeera, cnn and bbc. #Maandamano",kenyakwanza11,1,0
2023-03-31 14:18:09+00:00,1641807096432689152,"How then it comes today you are leading #maandamano eti gharama ya maisha Lazima ishukishwe,,, sema nini haswa thumuni ya  #maandamano.",MasomoNicholas,0,0
